sid,search,"splunk_server","_time","is_realtime","event_count","exec_time","result_count","scan_count",status,"total_run_time","savedsearch_name","api_et","api_lt","search_et","search_lt","__mv_sid","__mv_search","__mv_splunk_server","__mv__time","__mv_is_realtime","__mv_event_count","__mv_exec_time","__mv_result_count","__mv_scan_count","__mv_status","__mv_total_run_time","__mv_savedsearch_name","__mv_api_et","__mv_api_lt","__mv_search_et","__mv_search_lt"
"admin__admin__SplunkAppForWebAnalytics__RMD594eb352e8b5d09df_1475194299.160","| outputlookup WA_goals.csv createinapp=t append=t",testingserver,"1475194299.719195",0,0,1475194300,0,0,completed,"0.031000","createlookup_goals",,,,,,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search4_1475194299.162","| rest /servicesNS/-/-/data/models splunk_server=local | rename ""acceleration.earliest_time"" as Acceleration_Retention ""eai:acl.app"" as App ""acceleration.cron_schedule"" as Cron ""acceleration"" as Acceleration title AS Data_Model | table Data_Model App Acceleration Cron Acceleration_Retention updated  | eval Cron=if(isnull(Cron),"""",Cron) | join App type=outer [| rest /servicesNS/nobody/SplunkAppForWebAnalytics/admin/summarization/tstats:DM_SplunkAppForWebAnalytics_Web splunk_server=local | fields eai:acl.app summary*  | rename summary.access_count AS ""Access_Count""  summary.access_time AS ""Last_Access"" summary.buckets AS ""Buckets"" summary.complete AS ""Status"" summary.size AS ""Size_on_Disk_(Mb)"" summary.last_error AS ""Last_Error"" summary.time_range AS ""Summary_Range"" summary.mod_time AS ""Updated"" summary.earliest_time AS ""Min_Time"" summary.latest_time AS ""Max_Time"" summary.is_inprogress AS ""Summary_in_Progress"" eai:acl.app AS App | eval Status=round(Status*100,2).""%"" ] | table Data_Model App Acceleration Acceleration_Retention Cron Summary_in_Progress Status Size_on_Disk_(Mb) Last_Error Min_Time Max_Time Now_Time Lag_Seconds Lag_Minutes Lag_Hours | where like(Data_Model,""Web"") | eval Status=if(isnull(Status),""0.00%"",Status) | fields Acceleration Status | transpose | rename column AS Web ""row 1"" as Value | eval Check=Value | append [| tstats summariesonly=t  count AS Events FROM datamodel=Web | transpose | rename column AS Web ""row 1"" AS Value | eval Check=Value]",testingserver,"1475194299.744615",0,0,1475194300,3,0,completed,"0.590000",search4,,,,,,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__RMD516e4c269ecc047aa_1475194299.163","| outputlookup WA_settings.csv createinapp=t append=t",testingserver,"1475194299.814921",0,0,1475194300,0,0,completed,"0.032000","createlookup_settings",,,,,,,,,,,,,,,,,,,,
"1475194385.164","search tag=web | head 5 ",testingserver,"1475194385.476699",0,5,1475194385,5,55,completed,"0.276000",,"1420038000.000000000","1475194298.000000000","1420038000.000000000","1475194298.000000000",,,,,,,,,,,,,,,,
"1475194390.165","search tag=web",testingserver,"1475194390.977561",0,25043,1475194391,1000,25043,completed,"3.974000",,"1420038000.000000000","1475194298.000000000","1420038000.000000000","1475194298.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search3_1475194480.166","|inputlookup WA_settings.csv | search key=site | fields value source | dedup value",testingserver,"1475194480.992443",0,0,1475194481,1,0,completed,"0.017000",search3,,,,,,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search1_1475194488.167","|tstats summariesonly=t prestats=t dc(Web.http_session) FROM datamodel=Web WHERE Web.site=""*"" ""Web.eventtype""=pageview GROUPBY Web.http_session,Web.ua_family _time span=1d | timechart span=1d dc(Web.http_session) by Web.ua_family  | rename Web.ua_family  AS ""Browser "" | fields - VALUE",testingserver,"1475194488.524714",0,0,1475194488,0,0,completed,"0.177000",search1,"1472569200.000000000","1475194488.000000000","1472569200.000000000","1475194488.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search2_1475194488.168","| `analytics(ua_family,*)` | join type=outer ua_family  [| `analytics_goal(ua_family,1,*)`]  | join type=outer ua_family  [| `analytics_goal(ua_family,2,*)`]  | join type=outer ua_family  [| `analytics_goal(ua_family,3,*)`] | rename ua_family as ""Browser""           | sort -Sessions | fillnull ""Completed (Goal 1)"" ""Completed (Goal 2)"" ""Completed (Goal 3)"" | fillnull value=""0.00%"" ""Conversion Rate (Goal 1)"" ""Conversion Rate (Goal 2)"" ""Conversion Rate (Goal 3)"" | where NOT like('Browser',"""")",testingserver,"1475194488.564023",0,0,1475194488,0,0,completed,"0.504000",search2,"1472569200.000000000","1475194488.000000000","1472569200.000000000","1475194488.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search15_1475194499.169","|inputlookup WA_settings.csv | search key=site | fields value source | dedup value",testingserver,"1475194499.549448",0,0,1475194499,1,0,completed,"0.015000",search15,,,,,,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search3_1475194500.170","| tstats summariesonly=t max(Web.http_session_pageviews) FROM datamodel=Web WHERE Web.site=""*"" ""Web.eventtype""=pageview GROUPBY Web.http_session | stats sum(max(Web.http_session_pageviews))",testingserver,"1475194500.997981",0,0,1475194501,0,0,completed,"0.473000",search3,"1472569200.000000000","1475194500.000000000","1472569200.000000000","1475194500.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search1_1475194501.173","| tstats summariesonly=t  count FROM datamodel=Web WHERE Web.site=""*"" ""Web.eventtype""=pageview GROUPBY _time span=1d,Web.http_session,Web.ua_mobile | timechart count(eval(len('Web.ua_mobile')=0)) AS Non-Mobile,sum(eval('Web.ua_mobile'!="""")) AS Mobile span=1d",testingserver,"1475194501.026673",0,0,1475194501,0,0,completed,"0.394000",search1,"1472569200.000000000","1475194501.000000000","1472569200.000000000","1475194501.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search2_1475194501.174","| tstats summariesonly=t dc(Web.http_session) FROM datamodel=Web WHERE Web.site=""*"" ""Web.eventtype""=pageview",testingserver,"1475194501.037446",0,0,1475194501,1,0,completed,"0.454000",search2,"1472569200.000000000","1475194501.000000000","1472569200.000000000","1475194501.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search7_1475194501.175","| tstats summariesonly=t dc(Web.user) AS Users FROM datamodel=Web WHERE Web.site=""*"" ""Web.eventtype""=pageview",testingserver,"1475194501.060320",0,0,1475194501,1,0,completed,"0.296000",search7,"1472569200.000000000","1475194501.000000000","1472569200.000000000","1475194501.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search8_1475194501.177","| tstats summariesonly=t count FROM datamodel=Web WHERE Web.site=""*"" ""Web.eventtype""=pageview GROUPBY Web.http_session,Web.ua_family | fields Web.ua_family Web.http_session | dedup Web.http_session | top Web.ua_family countfield=Sessions | eval percent=round(percent, 2) | eval percent=percent.""%"" | rename percent AS ""% Sessions"" | rename Web.ua_family as Browser",testingserver,"1475194501.162373",0,0,1475194501,0,0,completed,"0.399000",search8,"1472569200.000000000","1475194501.000000000","1472569200.000000000","1475194501.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search9_1475194501.178","| tstats summariesonly=t count FROM datamodel=Web WHERE Web.site=""*"" ""Web.eventtype""=pageview  Web.ua_mobile!="""" GROUPBY Web.http_session,Web.ua_mobile | dedup Web.http_session  | top Web.ua_mobile countfield=Sessions | eval percent=round(percent, 2) | eval percent=percent.""%"" | rename percent AS ""% Sessions"" | rename Web.ua_mobile AS ""Device""",testingserver,"1475194501.167388",0,0,1475194502,0,0,completed,"0.235000",search9,"1472569200.000000000","1475194501.000000000","1472569200.000000000","1475194501.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search5_1475194501.176","| tstats summariesonly=t max(Web.http_session_duration) AS http_session_duration FROM datamodel=Web WHERE Web.site=""*"" ""Web.eventtype""=pageview GROUPBY Web.http_session | stats avg(http_session_duration)  AS AvgDuration | eval AvgDuration=round(AvgDuration, 0) | fieldformat AvgDuration = strftime(AvgDuration, ""%M:%S"")",testingserver,"1475194501.191028",0,0,1475194501,0,0,completed,"0.369000",search5,"1472569200.000000000","1475194501.000000000","1472569200.000000000","1475194501.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search12_1475194501.179","| tstats summariesonly=t count FROM datamodel=Web WHERE Web.site=""*"" ""Web.eventtype""=pageview GROUPBY Web.http_session,Web.http_locale | rex mode=sed field=Web.http_locale ""s/_/-/"" | eval http_locale=lower('Web.http_locale') | fields http_locale Web.http_session | dedup Web.http_session | top http_locale countfield=Sessions | eval percent=round(percent, 2) | eval percent=percent.""%"" | rename percent AS ""% Sessions"" | rename http_locale as Language",testingserver,"1475194501.264565",0,0,1475194502,0,0,completed,"0.285000",search12,"1472569200.000000000","1475194501.000000000","1472569200.000000000","1475194501.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search13_1475194501.180","| tstats summariesonly=t count FROM datamodel=Web WHERE Web.site=""*"" ""Web.eventtype""=pageview GROUPBY Web.http_session,Web.ua_os_family | dedup Web.http_session  | top Web.ua_os_family countfield=Sessions | eval percent=round(percent, 2) | eval percent=percent.""%"" | rename percent AS ""% Sessions"" | rename Web.ua_os_family AS ""Operating System""",testingserver,"1475194501.308330",0,0,1475194502,0,0,completed,"0.218000",search13,"1472569200.000000000","1475194501.000000000","1472569200.000000000","1475194501.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search2_1475194535.181","| tstats prestats=t count where index=* by host,source,sourcetype  | search [rest /services/properties/eventtypes/web-traffic/search splunk_server=local | eval search=value] | stats count AS events by host, source  |  lookup WA_settings source AS source host AS host OUTPUTNEW value AS site | eval Check=site | fields host source Check",testingserver,"1475194535.135311",0,25043,1475194535,1,25043,completed,"0.221000",search2,,"1475194535.000000000",,"1475194535.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__RMD594eb352e8b5d09df_1475194536.183","| outputlookup WA_goals.csv createinapp=t append=t",testingserver,"1475194536.338221",0,0,1475194536,0,0,completed,"0.094000","createlookup_goals",,,,,,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search3_1475194536.184","| inputlookup WA_sessions | stats dc(http_session) AS Sessions | appendcols [| inputlookup WA_pages | stats dc(http_request) AS Pages] | transpose | rename column AS Lookup ""row 1"" as Count | eval Check=Count",testingserver,"1475194536.397329",0,0,1475194536,2,0,completed,"0.308000",search3,,,,,,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search4_1475194536.185","| rest /servicesNS/-/-/data/models splunk_server=local | rename ""acceleration.earliest_time"" as Acceleration_Retention ""eai:acl.app"" as App ""acceleration.cron_schedule"" as Cron ""acceleration"" as Acceleration title AS Data_Model | table Data_Model App Acceleration Cron Acceleration_Retention updated  | eval Cron=if(isnull(Cron),"""",Cron) | join App type=outer [| rest /servicesNS/nobody/SplunkAppForWebAnalytics/admin/summarization/tstats:DM_SplunkAppForWebAnalytics_Web splunk_server=local | fields eai:acl.app summary*  | rename summary.access_count AS ""Access_Count""  summary.access_time AS ""Last_Access"" summary.buckets AS ""Buckets"" summary.complete AS ""Status"" summary.size AS ""Size_on_Disk_(Mb)"" summary.last_error AS ""Last_Error"" summary.time_range AS ""Summary_Range"" summary.mod_time AS ""Updated"" summary.earliest_time AS ""Min_Time"" summary.latest_time AS ""Max_Time"" summary.is_inprogress AS ""Summary_in_Progress"" eai:acl.app AS App | eval Status=round(Status*100,2).""%"" ] | table Data_Model App Acceleration Acceleration_Retention Cron Summary_in_Progress Status Size_on_Disk_(Mb) Last_Error Min_Time Max_Time Now_Time Lag_Seconds Lag_Minutes Lag_Hours | where like(Data_Model,""Web"") | eval Status=if(isnull(Status),""0.00%"",Status) | fields Acceleration Status | transpose | rename column AS Web ""row 1"" as Value | eval Check=Value | append [| tstats summariesonly=t  count AS Events FROM datamodel=Web | transpose | rename column AS Web ""row 1"" AS Value | eval Check=Value]",testingserver,"1475194536.420097",0,0,1475194536,3,0,completed,"0.615000",search4,,,,,,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__RMD516e4c269ecc047aa_1475194536.186","| outputlookup WA_settings.csv createinapp=t append=t",testingserver,"1475194536.452876",0,0,1475194536,0,0,completed,"0.070000","createlookup_settings",,,,,,,,,,,,,,,,,,,,
"1475194553.187","| eventcount summarize=false index=* index=_* | dedup index",testingserver,"1475194553.743199",0,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1475194553.188","| eventcount summarize=false index=* index=_* | dedup index",testingserver,"1475194553.861309",0,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1475194553.189","| eventcount summarize=false index=* index=_* | dedup index",testingserver,"1475194553.955334",0,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1475194554.190","| eventcount summarize=false index=* index=_* | dedup index",testingserver,"1475194554.045438",0,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1475194648.192","| inputlookup WA_sessions | stats dc(http_session) AS Sessions | appendcols [| inputlookup WA_pages | stats dc(http_request) AS Pages] ",testingserver,"1475194648.612495",0,0,1475194648,1,0,completed,"0.075000",,,,,,,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search1_1475194657.193","search tag=web | head 5 | stats count AS Events | eval Check=Events",testingserver,"1475194657.114502",0,5,1475194657,1,55,completed,"0.292000",search1,"1420038000.000000000","1475194657.000000000","1420038000.000000000","1475194657.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search2_1475194657.194","| tstats prestats=t count where index=* by host,source,sourcetype  | search [rest /services/properties/eventtypes/web-traffic/search splunk_server=local | eval search=value] | stats count AS events by host, source  |  lookup WA_settings source AS source host AS host OUTPUTNEW value AS site | eval Check=site | fields host source Check",testingserver,"1475194657.128200",0,25043,1475194657,1,25043,completed,"0.233000",search2,,"1475194657.000000000",,"1475194657.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search3_1475194658.195","| inputlookup WA_sessions | stats dc(http_session) AS Sessions | appendcols [| inputlookup WA_pages | stats dc(http_request) AS Pages] | transpose | rename column AS Lookup ""row 1"" as Count | eval Check=Count",testingserver,"1475194658.211564",0,0,1475194659,2,0,completed,"0.093000",search3,,,,,,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search4_1475194658.196","| rest /servicesNS/-/-/data/models splunk_server=local | rename ""acceleration.earliest_time"" as Acceleration_Retention ""eai:acl.app"" as App ""acceleration.cron_schedule"" as Cron ""acceleration"" as Acceleration title AS Data_Model | table Data_Model App Acceleration Cron Acceleration_Retention updated  | eval Cron=if(isnull(Cron),"""",Cron) | join App type=outer [| rest /servicesNS/nobody/SplunkAppForWebAnalytics/admin/summarization/tstats:DM_SplunkAppForWebAnalytics_Web splunk_server=local | fields eai:acl.app summary*  | rename summary.access_count AS ""Access_Count""  summary.access_time AS ""Last_Access"" summary.buckets AS ""Buckets"" summary.complete AS ""Status"" summary.size AS ""Size_on_Disk_(Mb)"" summary.last_error AS ""Last_Error"" summary.time_range AS ""Summary_Range"" summary.mod_time AS ""Updated"" summary.earliest_time AS ""Min_Time"" summary.latest_time AS ""Max_Time"" summary.is_inprogress AS ""Summary_in_Progress"" eai:acl.app AS App | eval Status=round(Status*100,2).""%"" ] | table Data_Model App Acceleration Acceleration_Retention Cron Summary_in_Progress Status Size_on_Disk_(Mb) Last_Error Min_Time Max_Time Now_Time Lag_Seconds Lag_Minutes Lag_Hours | where like(Data_Model,""Web"") | eval Status=if(isnull(Status),""0.00%"",Status) | fields Acceleration Status | transpose | rename column AS Web ""row 1"" as Value | eval Check=Value | append [| tstats summariesonly=t  count AS Events FROM datamodel=Web | transpose | rename column AS Web ""row 1"" AS Value | eval Check=Value]",testingserver,"1475194658.309772",0,0,1475194659,3,0,completed,"0.771000",search4,,,,,,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__RMD516e4c269ecc047aa_1475194658.197","| outputlookup WA_settings.csv createinapp=t append=t",testingserver,"1475194658.427429",0,0,1475194659,0,0,completed,"0.027000","createlookup_settings",,,,,,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__RMD594eb352e8b5d09df_1475194658.198","| outputlookup WA_goals.csv createinapp=t append=t",testingserver,"1475194658.529650",0,0,1475194659,0,0,completed,"0.012000","createlookup_goals",,,,,,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search1_1475194997.199","search tag=web | head 5 | stats count AS Events | eval Check=Events",testingserver,"1475194997.016944",0,5,1475194997,1,55,completed,"0.241000",search1,"1420038000.000000000","1475194997.000000000","1420038000.000000000","1475194997.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search2_1475194997.200","| tstats prestats=t count where index=* by host,source,sourcetype  | search [rest /services/properties/eventtypes/web-traffic/search splunk_server=local | eval search=value] | stats count AS events by host, source  |  lookup WA_settings source AS source host AS host OUTPUTNEW value AS site | eval Check=site | fields host source Check",testingserver,"1475194997.087973",0,25043,1475194997,1,25043,completed,"0.078000",search2,,"1475194997.000000000",,"1475194997.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search3_1475194998.201","| inputlookup WA_sessions | stats dc(http_session) AS Sessions | appendcols [| inputlookup WA_pages | stats dc(http_request) AS Pages] | transpose | rename column AS Lookup ""row 1"" as Count | eval Check=Count",testingserver,"1475194998.112207",0,0,1475194998,2,0,completed,"0.282000",search3,,,,,,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search4_1475194998.202","| rest /servicesNS/-/-/data/models splunk_server=local | rename ""acceleration.earliest_time"" as Acceleration_Retention ""eai:acl.app"" as App ""acceleration.cron_schedule"" as Cron ""acceleration"" as Acceleration title AS Data_Model | table Data_Model App Acceleration Cron Acceleration_Retention updated  | eval Cron=if(isnull(Cron),"""",Cron) | join App type=outer [| rest /servicesNS/nobody/SplunkAppForWebAnalytics/admin/summarization/tstats:DM_SplunkAppForWebAnalytics_Web splunk_server=local | fields eai:acl.app summary*  | rename summary.access_count AS ""Access_Count""  summary.access_time AS ""Last_Access"" summary.buckets AS ""Buckets"" summary.complete AS ""Status"" summary.size AS ""Size_on_Disk_(Mb)"" summary.last_error AS ""Last_Error"" summary.time_range AS ""Summary_Range"" summary.mod_time AS ""Updated"" summary.earliest_time AS ""Min_Time"" summary.latest_time AS ""Max_Time"" summary.is_inprogress AS ""Summary_in_Progress"" eai:acl.app AS App | eval Status=round(Status*100,2).""%"" ] | table Data_Model App Acceleration Acceleration_Retention Cron Summary_in_Progress Status Size_on_Disk_(Mb) Last_Error Min_Time Max_Time Now_Time Lag_Seconds Lag_Minutes Lag_Hours | where like(Data_Model,""Web"") | eval Status=if(isnull(Status),""0.00%"",Status) | fields Acceleration Status | transpose | rename column AS Web ""row 1"" as Value | eval Check=Value | append [| tstats summariesonly=t  count AS Events FROM datamodel=Web | transpose | rename column AS Web ""row 1"" AS Value | eval Check=Value]",testingserver,"1475194998.130168",0,0,1475194998,3,0,completed,"0.200000",search4,,,,,,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__RMD594eb352e8b5d09df_1475194998.204","| outputlookup WA_goals.csv createinapp=t append=t",testingserver,"1475194998.348334",0,0,1475194998,0,0,completed,"0.046000","createlookup_goals",,,,,,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__RMD516e4c269ecc047aa_1475194998.203","| outputlookup WA_settings.csv createinapp=t append=t",testingserver,"1475194998.351218",0,0,1475194998,0,0,completed,"0.049000","createlookup_settings",,,,,,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search4_1475195479.207","| rest /servicesNS/-/-/data/models splunk_server=local | rename ""acceleration.earliest_time"" as Acceleration_Retention ""eai:acl.app"" as App ""acceleration.cron_schedule"" as Cron ""acceleration"" as Acceleration title AS Data_Model | table Data_Model App Acceleration Cron Acceleration_Retention updated  | eval Cron=if(isnull(Cron),"""",Cron) | join App type=outer [| rest /servicesNS/nobody/SplunkAppForWebAnalytics/admin/summarization/tstats:DM_SplunkAppForWebAnalytics_Web splunk_server=local | fields eai:acl.app summary*  | rename summary.access_count AS ""Access_Count""  summary.access_time AS ""Last_Access"" summary.buckets AS ""Buckets"" summary.complete AS ""Status"" summary.size AS ""Size_on_Disk_(Mb)"" summary.last_error AS ""Last_Error"" summary.time_range AS ""Summary_Range"" summary.mod_time AS ""Updated"" summary.earliest_time AS ""Min_Time"" summary.latest_time AS ""Max_Time"" summary.is_inprogress AS ""Summary_in_Progress"" eai:acl.app AS App | eval Status=round(Status*100,2).""%"" ] | table Data_Model App Acceleration Acceleration_Retention Cron Summary_in_Progress Status Size_on_Disk_(Mb) Last_Error Min_Time Max_Time Now_Time Lag_Seconds Lag_Minutes Lag_Hours | where like(Data_Model,""Web"") | eval Status=if(isnull(Status),""0.00%"",Status) | fields Acceleration Status | transpose | rename column AS Web ""row 1"" as Value | eval Check=Value | append [| tstats summariesonly=t  count AS Events FROM datamodel=Web | transpose | rename column AS Web ""row 1"" AS Value | eval Check=Value]",testingserver,"1475195479.692429",0,0,1475195479,3,0,completed,"0.235000",search4,,,,,,,,,,,,,,,,,,,,
"1475195607.209","| rest /servicesNS/-/-/data/models splunk_server=local | rename ""acceleration.earliest_time"" as Acceleration_Retention ""eai:acl.app"" as App ""acceleration.cron_schedule"" as Cron ""acceleration"" as Acceleration title AS Data_Model | table Data_Model App Acceleration Cron Acceleration_Retention updated  | eval Cron=if(isnull(Cron),"""",Cron) | join App type=outer [| rest /servicesNS/nobody/SplunkAppForWebAnalytics/admin/summarization/tstats:DM_SplunkAppForWebAnalytics_Web splunk_server=local | fields eai:acl.app summary*  | rename summary.access_count AS ""Access_Count""  summary.access_time AS ""Last_Access"" summary.buckets AS ""Buckets"" summary.complete AS ""Status"" summary.size AS ""Size_on_Disk_(Mb)"" summary.last_error AS ""Last_Error"" summary.time_range AS ""Summary_Range"" summary.mod_time AS ""Updated"" summary.earliest_time AS ""Min_Time"" summary.latest_time AS ""Max_Time"" summary.is_inprogress AS ""Summary_in_Progress"" eai:acl.app AS App | eval Status=round(Status*100,2).""%"" ] | table Data_Model App Acceleration Acceleration_Retention Cron Summary_in_Progress Status Size_on_Disk_(Mb) Last_Error Min_Time Max_Time Now_Time Lag_Seconds Lag_Minutes Lag_Hours | where like(Data_Model,""Web"") | eval Status=if(isnull(Status),""0.00%"",Status) | fields Acceleration Status ",testingserver,"1475195607.071114",0,0,1475195607,1,0,completed,"0.144000",,,,,,,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search1_1475195628.211","search tag=web | head 5 | stats count AS Events | eval Check=Events",testingserver,"1475195628.936058",0,5,1475195629,1,55,completed,"0.378000",search1,"1420038000.000000000","1475195628.000000000","1420038000.000000000","1475195628.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__RMD594eb352e8b5d09df_1475195629.212","| outputlookup WA_goals.csv createinapp=t append=t",testingserver,"1475195629.989548",0,0,1475195630,0,0,completed,"0.060000","createlookup_goals",,,,,,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search3_1475195629.213","| inputlookup WA_sessions | stats dc(http_session) AS Sessions | appendcols [| inputlookup WA_pages | stats dc(http_request) AS Pages] | transpose | rename column AS Lookup ""row 1"" as Count | eval Check=Count",testingserver,"1475195629.994981",0,0,1475195630,2,0,completed,"0.138000",search3,,,,,,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search4_1475195629.214","| rest /servicesNS/-/-/data/models splunk_server=local | rename ""acceleration.earliest_time"" as Acceleration_Retention ""eai:acl.app"" as App ""acceleration.cron_schedule"" as Cron ""acceleration"" as Acceleration title AS Data_Model | table Data_Model App Acceleration Cron Acceleration_Retention updated  | eval Cron=if(isnull(Cron),"""",Cron) | join App type=outer [| rest /servicesNS/nobody/SplunkAppForWebAnalytics/admin/summarization/tstats:DM_SplunkAppForWebAnalytics_Web splunk_server=local | fields eai:acl.app summary*  | rename summary.access_count AS ""Access_Count""  summary.access_time AS ""Last_Access"" summary.buckets AS ""Buckets"" summary.complete AS ""Status"" summary.size AS ""Size_on_Disk_(Mb)"" summary.last_error AS ""Last_Error"" summary.time_range AS ""Summary_Range"" summary.mod_time AS ""Updated"" summary.earliest_time AS ""Min_Time"" summary.latest_time AS ""Max_Time"" summary.is_inprogress AS ""Summary_in_Progress"" eai:acl.app AS App | eval Status=round(Status*100,2).""%"" ] | table Data_Model App Acceleration Acceleration_Retention Cron Summary_in_Progress Status Size_on_Disk_(Mb) Last_Error Min_Time Max_Time Now_Time Lag_Seconds Lag_Minutes Lag_Hours | where like(Data_Model,""Web"") | eval Status=if(isnull(Status),""0.00%"",Status) | fields Acceleration Status | transpose | rename column AS Web ""row 1"" as Value | eval Check=Value | append [| tstats summariesonly=t  count AS Events FROM datamodel=Web | transpose | rename column AS Web ""row 1"" AS Value | eval Check=Value]",testingserver,"1475195630.009610",0,0,1475195630,3,0,completed,"0.319000",search4,,,,,,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__RMD516e4c269ecc047aa_1475195630.215","| outputlookup WA_settings.csv createinapp=t append=t",testingserver,"1475195630.045033",0,0,1475195630,0,0,completed,"0.025000","createlookup_settings",,,,,,,,,,,,,,,,,,,,
"1475195640.216","| inputlookup WA_sessions | stats dc(http_session) AS Sessions | appendcols [| inputlookup WA_pages | stats dc(http_request) AS Pages] ",testingserver,"1475195640.502661",0,0,1475195640,1,0,completed,"0.055000",,,,,,,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search3_1475195656.217","|inputlookup WA_settings.csv | search key=site | fields value source | dedup value",testingserver,"1475195656.034307",0,0,1475195656,1,0,completed,"0.014000",search3,,,,,,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search1_1475195662.218","|tstats summariesonly=t prestats=t dc(Web.http_session) FROM datamodel=Web WHERE Web.site=""*"" ""Web.eventtype""=pageview GROUPBY Web.http_session,Web.http_session_channel _time span=1d | timechart span=1d dc(Web.http_session) by Web.http_session_channel  | rename Web.http_session_channel  AS ""Channel "" | fields - VALUE",testingserver,"1475195662.528879",0,0,1475195662,0,0,canceled,"0.234000",search1,"1472569200.000000000","1475195662.000000000","1472569200.000000000","1475195662.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search2_1475195662.219","| `analytics(http_session_channel,*)` | join type=outer http_session_channel  [| `analytics_goal(http_session_channel,1,*)`]  | join type=outer http_session_channel  [| `analytics_goal(http_session_channel,2,*)`]  | join type=outer http_session_channel  [| `analytics_goal(http_session_channel,3,*)`] | rename http_session_channel as ""Channel""           | sort -Sessions | fillnull ""Completed (Goal 1)"" ""Completed (Goal 2)"" ""Completed (Goal 3)"" | fillnull value=""0.00%"" ""Conversion Rate (Goal 1)"" ""Conversion Rate (Goal 2)"" ""Conversion Rate (Goal 3)"" | where NOT like('Channel',"""")",testingserver,"1475195662.530304",0,0,1475195662,0,0,canceled,"0.603000",search2,"1472569200.000000000","1475195662.000000000","1472569200.000000000","1475195662.000000000",,,,,,,,,,,,,,,,
